movieId,title,genres,year
2927,Brief Encounter,Drama|Romance,1946
2928,"Razor's Edge, The",Drama,1984
2929,Reds,Drama|Romance,1981
2930,Return with Honor,Documentary,1998
2931,Time of the Gypsies (Dom za vesanje),Comedy|Crime|Drama|Fantasy,1989
2932,Days of Heaven,Drama,1978
2935,"Lady Eve, The",Comedy|Romance,1941
2936,Sullivan's Travels,Adventure|Comedy|Romance,1941
2937,"Palm Beach Story, The",Comedy,1942
2939,Niagara,Drama|Thriller,1953
2940,Gilda,Drama|Film-Noir|Mystery|Romance,1946
2941,South Pacific,Musical|Romance|War,1958
2942,Flashdance,Drama|Romance,1983
2943,Indochine,Drama|Romance,1992
2944,"Dirty Dozen, The",Action|Drama|War,1967
2946,Help!,Comedy|Musical,1965
2947,Goldfinger,Action|Adventure|Thriller,1964
2948,From Russia with Love,Action|Adventure|Thriller,1963
2949,Dr. No,Action|Adventure|Thriller,1962
2950,"Blue Lagoon, The",Adventure|Drama|Romance,1980
2951,"Fistful of Dollars, A (Per un pugno di dollari)",Action|Western,1964
2952,Sydney (Hard Eight),Crime|Drama|Thriller,1996
2953,Home Alone 2: Lost in New York,Children|Comedy,1992
2956,Someone to Watch Over Me,Action|Crime|Thriller,1987
2959,Fight Club,Action|Crime|Drama|Thriller,1999
2961,"Story of Us, The",Comedy|Drama,1999
2962,Fever Pitch,Comedy|Romance,1997
2964,Julien Donkey-Boy,Drama,1999
2965,"Omega Code, The",Action,1999
2966,"Straight Story, The",Adventure|Drama,1999
2967,"Bad Seed, The",Drama|Thriller,1956
2968,Time Bandits,Adventure|Comedy|Fantasy|Sci-Fi,1981
2969,"Man and a Woman, A (Un homme et une femme)",Drama|Romance,1966
2970,Fitzcarraldo,Adventure|Drama,1982
2971,All That Jazz,Drama|Fantasy|Musical,1979
2972,Red Sorghum (Hong gao liang),Drama|War,1987
2973,Crimes and Misdemeanors,Comedy|Crime|Drama,1989
2974,Bats,Horror|Thriller,1999
2975,"Best Man, The",Comedy|Drama,1999
2976,Bringing Out the Dead,Drama,1999
2977,Crazy in Alabama,Comedy|Drama,1999
2978,Three to Tango,Comedy|Romance,1999
2979,Body Shots,Drama,1999
2982,"Guardian, The",Horror|Thriller,1990
2983,"Ipcress File, The",Thriller,1965
2984,On Any Sunday,Documentary,1971
2985,RoboCop,Action|Crime|Drama|Sci-Fi|Thriller,1987
2986,RoboCop 2,Action|Crime|Sci-Fi|Thriller,1990
2987,Who Framed Roger Rabbit?,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,1988
2988,Melvin and Howard,Drama,1980
2989,For Your Eyes Only,Action|Adventure|Thriller,1981
2990,Licence to Kill,Action|Adventure|Thriller,1989
2991,Live and Let Die,Action|Adventure|Thriller,1973
2992,Rawhead Rex,Horror|Thriller,1986
2993,Thunderball,Action|Adventure|Thriller,1965
2995,House on Haunted Hill,Horror|Thriller,1999
2996,Music of the Heart,Drama,1999
2997,Being John Malkovich,Comedy|Drama|Fantasy,1999
3000,Princess Mononoke (Mononoke-hime),Action|Adventure|Animation|Drama|Fantasy,1997
3002,My Best Fiend (Mein liebster Feind),Documentary,1999
3003,Train of Life (Train de vie),Comedy|Drama|Romance|War,1998
3004,"Bachelor, The",Comedy|Romance,1999
3005,"Bone Collector, The",Thriller,1999
3006,"Insider, The",Drama|Thriller,1999
3007,American Movie,Documentary,1999
3008,Last Night,Drama|Sci-Fi,1998
3010,Rosetta,Drama,1999
3011,"They Shoot Horses, Don't They?",Drama,1969
3013,Bride of Re-Animator,Comedy|Horror,1990
3014,Bustin' Loose,Comedy,1981
3015,Coma,Thriller,1978
3016,Creepshow,Horror,1982
3017,Creepshow 2,Horror,1987
3018,Re-Animator,Comedy|Horror|Sci-Fi,1985
3019,Drugstore Cowboy,Crime|Drama,1989
3020,Falling Down,Action|Drama,1993
3021,"Funhouse, The",Horror,1981
3022,"General, The",Comedy|War,1926
3024,Piranha,Horror|Sci-Fi,1978
3028,"Taming of the Shrew, The",Comedy,1967
3029,Nighthawks,Action|Drama,1981
3030,Yojimbo,Action|Adventure,1961
3031,Repossessed,Comedy,1990
3032,"Omega Man, The",Action|Drama|Sci-Fi|Thriller,1971
3033,Spaceballs,Comedy|Sci-Fi,1987
3034,Robin Hood,Adventure|Animation|Children|Comedy|Musical,1973
3035,Mister Roberts,Comedy|Drama|War,1955
3036,"Quest for Fire (Guerre du feu, La)",Adventure|Drama,1981
3037,Little Big Man,Western,1970
3038,"Face in the Crowd, A",Drama,1957
3039,Trading Places,Comedy,1983
3040,Meatballs,Comedy,1979
3041,Meatballs Part II,Comedy,1984
3042,Meatballs III,Comedy,1987
3043,Meatballs 4,Comedy,1992
3044,Dead Again,Mystery|Romance|Thriller,1991
3045,Peter's Friends,Comedy|Drama,1992
3046,"Incredibly True Adventure of Two Girls in Love, The",Comedy|Romance,1995
3048,Under the Rainbow,Comedy,1981
3051,Anywhere But Here,Comedy|Drama,1999
3052,Dogma,Adventure|Comedy|Fantasy,1999
3053,"Messenger: The Story of Joan of Arc, The",Drama|War,1999
3054,Pokémon: The First Movie,Adventure|Animation|Children|Fantasy|Sci-Fi,1998
3055,Felicia's Journey,Thriller,1999
3056,Oxygen,Crime|Drama|Thriller,1999
3057,Where's Marlowe?,Comedy,1998
3060,"Commitments, The",Comedy|Drama|Musical,1991
3061,Holiday Inn,Comedy|Musical,1942
3062,"Longest Day, The",Action|Drama|War,1962
3063,Poison Ivy,Drama|Thriller,1992
3064,Poison Ivy: New Seduction,Drama|Thriller,1997
3066,Tora! Tora! Tora!,Action|Drama|War,1970
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),Comedy|Drama,1988
3068,"Verdict, The",Drama|Mystery,1982
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",Adventure|Comedy|Sci-Fi,1984
3071,Stand and Deliver,Comedy|Drama,1988
3072,Moonstruck,Comedy|Romance,1987
3073,"Sandpiper, The",Drama|Romance,1965
3074,Jeremiah Johnson,Western,1972
3075,Repulsion,Drama|Horror,1965
3076,Irma la Douce,Comedy,1963
3077,42 Up,Documentary,1998
3078,Liberty Heights,Drama,1999
3079,Mansfield Park,Comedy|Drama|Romance,1999
3081,Sleepy Hollow,Fantasy|Horror|Mystery|Romance,1999
3082,"World Is Not Enough, The",Action|Adventure|Thriller,1999
3083,All About My Mother (Todo sobre mi madre),Drama,1999
3086,Babes in Toyland,Children|Comedy|Fantasy|Musical,1934
3087,Scrooged,Comedy|Fantasy|Romance,1988
3088,Harvey,Comedy|Fantasy,1950
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette),Drama,1948
3090,Matewan,Drama,1987
3091,Kagemusha,Drama|War,1980
3093,McCabe & Mrs. Miller,Drama|Western,1971
3094,Maurice,Drama|Romance,1987
3095,"Grapes of Wrath, The",Drama,1940
3096,My Man Godfrey,Comedy,1957
3097,"Shop Around the Corner, The",Comedy|Drama|Romance,1940
3098,"Natural, The",Drama,1984
3099,Shampoo,Comedy|Drama|Romance,1975
3100,"River Runs Through It, A",Drama,1992
3101,Fatal Attraction,Drama|Thriller,1987
3102,Jagged Edge,Crime|Romance|Thriller,1985
3103,Stanley & Iris,Drama|Romance,1990
3104,Midnight Run,Action|Comedy|Crime|Thriller,1988
3105,Awakenings,Drama|Mystery,1990
3106,Come See the Paradise,Drama|Romance,1990
3107,Backdraft,Action|Drama,1991
3108,"Fisher King, The",Comedy|Drama|Fantasy|Romance,1991
3109,"River, The",Drama,1984
3111,Places in the Heart,Drama,1984
3112,'night Mother,Drama,1986
3113,End of Days,Action|Fantasy|Horror|Mystery|Thriller,1999
3114,Toy Story 2,Adventure|Animation|Children|Comedy|Fantasy,1999
3115,Flawless,Drama,1999
3117,Ride with the Devil,Drama|Romance|War,1999
3120,"Distinguished Gentleman, The",Comedy,1992
3125,"End of the Affair, The",Drama,1999
3127,Holy Smoke,Comedy|Drama,1999
3129,Sweet and Lowdown,Comedy|Drama,1999
3130,Bonfire of the Vanities,Comedy|Crime|Drama,1990
3132,Daddy Long Legs,Comedy|Drama,1919
3134,Grand Illusion (La grande illusion),Drama|War,1937
3135,"Great Santini, The",Drama,1979
3138,Stealing Home,Drama,1988
3141,"Two Jakes, The",Drama,1990
3142,U2: Rattle and Hum,Documentary|Musical,1988
3143,Hell in the Pacific,Drama|War,1968
3145,Cradle Will Rock,Drama,1999
3146,Deuce Bigalow: Male Gigolo,Comedy,1999
3147,"Green Mile, The",Crime|Drama,1999
3148,"Cider House Rules, The",Drama,1999
3150,"War Zone, The",Drama|Thriller,1999
3152,"Last Picture Show, The",Drama,1971
3153,"7th Voyage of Sinbad, The",Action|Adventure|Fantasy,1958
3155,Anna and the King,Drama|Romance,1999
3156,Bicentennial Man,Drama|Romance|Sci-Fi,1999
3157,Stuart Little,Children|Comedy|Fantasy,1999
3158,"Emperor and the Assassin, The (Jing ke ci qin wang)",Drama,1999
3159,Fantasia 2000,Animation|Children|Musical|IMAX,1999
3160,Magnolia,Drama,1999
3161,Onegin,Drama|Romance,1999
3162,Simpatico,Comedy|Drama,1999
3163,Topsy-Turvy,Comedy|Drama|Musical,1999
3165,Boiling Point,Action|Drama,1993
3167,Carnal Knowledge,Comedy|Drama,1971
3168,Easy Rider,Adventure|Drama,1969
3169,The Falcon and the Snowman,Crime|Drama|Thriller,1985
3171,Room at the Top,Drama,1959
3173,Any Given Sunday,Drama,1999
3174,Man on the Moon,Comedy|Drama,1999
3175,Galaxy Quest,Adventure|Comedy|Sci-Fi,1999
3176,"Talented Mr. Ripley, The",Drama|Mystery|Thriller,1999
3177,Next Friday,Comedy,2000
3178,"Hurricane, The",Drama,1999
3179,Angela's Ashes,Drama,1999
3181,Titus,Drama,1999
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",Documentary,1999
3183,"Third Miracle, The",Drama,1999
3185,Snow Falling on Cedars,Drama,1999
3186,"Girl, Interrupted",Drama,1999
3189,My Dog Skip,Children|Drama,1999
3190,Supernova,Adventure|Sci-Fi|Thriller,2000
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",Drama,1998
3194,"Way We Were, The",Drama|Romance,1973
3196,Stalag 17,Drama|War,1953
3197,"Presidio, The",Action|Crime|Romance|Thriller,1988
3198,Papillon,Crime|Drama,1973
3200,"Last Detail, The",Comedy|Drama,1973
3201,Five Easy Pieces,Drama,1970
3203,Dead Calm,Thriller,1989
3204,"Boys from Brazil, The",Action|Mystery|Thriller,1978
3206,Against All Odds,Romance,1984
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),Action|Comedy,1993
3210,Fast Times at Ridgemont High,Comedy|Drama|Romance,1982
3211,"Cry in the Dark, A",Drama,1988
3213,Batman: Mask of the Phantasm,Animation|Children,1993
3214,American Flyers,Drama,1985
3217,"Star Is Born, A",Drama,1937
3219,Pacific Heights,Mystery|Thriller,1990
3221,"Draughtsman's Contract, The",Drama,1982
3223,"Zed & Two Noughts, A",Drama,1985
3224,Woman in the Dunes (Suna no onna),Drama,1964
3225,Down to You,Comedy|Romance,2000
3230,"Odessa File, The",Thriller,1974
3235,Where the Buffalo Roam,Comedy,1980
3238,Eye of the Beholder,Thriller,1999
3240,"Big Tease, The",Comedy,1999
3241,"Cup, The (Phörpa)",Comedy,1999
3243,Encino Man,Comedy,1992
3244,"Goodbye Girl, The",Comedy|Romance,1977
3246,Malcolm X,Drama,1992
3247,Sister Act,Comedy|Crime,1992
3248,Sister Act 2: Back in the Habit,Comedy,1993
3249,"Hand That Rocks the Cradle, The",Drama|Thriller,1992
3250,Alive,Drama,1993
3251,Agnes of God,Drama|Mystery,1985
3252,Scent of a Woman,Drama,1992
3253,Wayne's World,Comedy,1992
3254,Wayne's World 2,Comedy,1993
3255,"League of Their Own, A",Comedy|Drama,1992
3256,Patriot Games,Action|Crime|Drama|Thriller,1992
3257,"Bodyguard, The",Drama|Romance|Thriller,1992
3258,Death Becomes Her,Comedy|Fantasy,1992
3259,Far and Away,Adventure|Drama|Romance,1992
3260,Howards End,Drama,1992
3261,Singles,Comedy|Drama|Romance,1992
3262,Twin Peaks: Fire Walk with Me,Crime|Drama|Mystery|Thriller,1992
3263,White Men Can't Jump,Comedy|Drama,1992
3264,Buffy the Vampire Slayer,Action|Comedy|Horror,1992
3265,Hard-Boiled (Lat sau san taam),Action|Crime|Drama|Thriller,1992
3266,Man Bites Dog (C'est arrivé près de chez vous),Comedy|Crime|Drama|Thriller,1992
3267,"Mariachi, El",Action|Crime|Thriller|Western,1992
3268,Stop! Or My Mom Will Shoot,Action|Comedy,1992
3269,Forever Young,Drama|Romance|Sci-Fi,1992
3270,"Cutting Edge, The",Comedy|Drama|Romance,1992
3271,Of Mice and Men,Drama,1992
3272,Bad Lieutenant,Crime|Drama,1992
3273,Scream 3,Comedy|Horror|Mystery|Thriller,2000
3274,Single White Female,Drama|Thriller,1992
3275,"Boondock Saints, The",Action|Crime|Drama|Thriller,2000
3276,Gun Shy,Comedy,2000
3280,"Baby, The",Horror,1973
3281,"Brandon Teena Story, The",Documentary,1998
3283,Minnie and Moskowitz,Action,1971
3284,They Might Be Giants,Comedy|Mystery|Romance,1971
3285,"Beach, The",Adventure|Drama,2000
3286,Snow Day,Comedy,2000
3287,"Tigger Movie, The",Animation|Children,2000
3289,Not One Less (Yi ge dou bu neng shao),Drama,1999
3294,Eaten Alive,Horror,1977
3295,Raining Stones,Drama,1993
3296,To Sir with Love,Drama,1967
3298,Boiler Room,Crime|Drama|Thriller,2000
3299,Hanging Up,Comedy|Drama,2000
3300,Pitch Black,Horror|Sci-Fi|Thriller,2000
3301,"Whole Nine Yards, The",Comedy|Crime,2000
3302,Beautiful People,Comedy,1999
3303,Black Tar Heroin: The Dark End of the Street,Documentary,2000
3306,"Circus, The",Comedy,1928
3307,City Lights,Comedy|Drama|Romance,1931
3308,"Flamingo Kid, The",Comedy|Drama,1984
3310,"Kid, The",Comedy|Drama,1921
3313,Class Reunion,Comedy,1982
3315,Happy Go Lovely,Musical,1951
3316,Reindeer Games,Action|Thriller,2000
3317,Wonder Boys,Comedy|Drama,2000
3323,Chain of Fools,Comedy|Crime,2000
3324,Drowning Mona,Comedy,2000
3325,"Next Best Thing, The",Comedy|Drama,2000
3326,What Planet Are You From?,Comedy|Sci-Fi,2000
3327,Beyond the Mat,Documentary,1999
3328,Ghost Dog: The Way of the Samurai,Crime|Drama,1999
3329,The Year My Voice Broke,Drama|Romance,1987
3330,Splendor in the Grass,Drama|Romance,1961
3331,My Tutor,Drama,1983
3334,Key Largo,Crime|Drama|Film-Noir|Thriller,1948
3338,For All Mankind,Documentary,1989
3341,Born Yesterday,Comedy,1950
3342,Birdy,Drama|War,1984
3344,Blood Feast,Horror,1963
3345,"Charlie, the Lonesome Cougar",Adventure|Children,1967
3347,Never Cry Wolf,Adventure|Drama,1983
3350,"Raisin in the Sun, A",Drama,1961
3353,"Closer You Get, The",Comedy|Romance,2000
3354,Mission to Mars,Sci-Fi,2000
3355,"Ninth Gate, The",Fantasy|Horror|Mystery|Thriller,1999
3357,East-West (Est-ouest),Drama|Romance,1999
3358,Defending Your Life,Comedy|Drama|Fantasy|Romance,1991
3359,Breaking Away,Comedy|Drama,1979
3360,Hoosiers (a.k.a. Best Shot),Drama|Romance,1986
3361,Bull Durham,Comedy|Drama|Romance,1988
3362,Dog Day Afternoon,Crime|Drama,1975
3363,American Graffiti,Comedy|Drama,1973
3364,"Asphalt Jungle, The",Crime|Film-Noir,1950
3365,"Searchers, The",Drama|Western,1956
3368,"Big Country, The",Romance|Western,1958
3370,Betrayed,Drama|Thriller,1988
3372,"Bridge at Remagen, The",Action|War,1969
3374,Daughters of the Dust,Drama,1991
3378,"Ogre, The (Unhold, Der)",Drama,1996
3379,On the Beach,Drama,1959
3384,"Taking of Pelham One Two Three, The",Action|Crime,1974
3385,Volunteers,Comedy,1985
3386,JFK,Drama|Mystery|Thriller,1991
3387,Who's Harry Crumb?,Comedy|Mystery,1989
3388,Harry and the Hendersons,Children|Comedy,1987
3389,Let's Get Harry,Action|Adventure,1986
3390,Shanghai Surprise,Adventure|Crime|Drama|Romance,1986
3391,Who's That Girl?,Comedy,1987
3392,She-Devil,Comedy,1989
3393,Date with an Angel,Comedy|Fantasy|Romance,1987
3394,Blind Date,Comedy|Romance,1987
3395,Nadine,Comedy,1987
3396,"Muppet Movie, The",Adventure|Children|Comedy|Musical,1979
3397,"Great Muppet Caper, The",Children|Comedy,1981
3398,"Muppets Take Manhattan, The",Children|Comedy|Musical,1984
3400,We're Back! A Dinosaur's Story,Adventure|Animation|Children|Fantasy,1993
3401,Baby... Secret of the Lost Legend,Adventure|Sci-Fi,1985
3402,Turtle Diary,Comedy|Drama|Romance,1985
3403,Raise the Titanic,Drama|Thriller,1980
3404,Titanic,Action|Drama,1953
3405,"Night to Remember, A",Action|Drama,1958
3406,Captain Horatio Hornblower R.N.,Action|Adventure|Drama|War,1951
3408,Erin Brockovich,Drama,2000
3409,Final Destination,Drama|Thriller,2000
3410,Soft Fruit,Comedy|Drama,1999
3412,"Bear, The (Ours, L')",Adventure|Children|Drama,1988
3414,Love Is a Many-Splendored Thing,Drama|Romance|War,1955
3415,"Mirror, The (Zerkalo)",Drama,1975
3417,"Crimson Pirate, The",Adventure|Comedy,1952
3418,Thelma & Louise,Adventure|Crime|Drama,1991
3420,...And Justice for All,Drama|Thriller,1979
3421,Animal House,Comedy,1978
3422,She's Gotta Have It,Comedy|Romance,1986
3423,School Daze,Drama,1988
3424,Do the Right Thing,Drama,1989
3425,Mo' Better Blues,Drama|Musical,1990
3426,Jungle Fever,Drama|Romance,1991
3428,"Champ, The",Drama,1979
3429,Creature Comforts,Animation|Comedy,1989
3430,Death Wish,Action|Crime|Drama,1974
3431,Death Wish 2,Action|Drama,1982
3432,Death Wish 3,Action|Drama,1985
3433,Death Wish 4: The Crackdown,Action|Drama,1987
3434,Death Wish 5: The Face of Death,Action|Drama,1994
3435,Double Indemnity,Crime|Drama|Film-Noir,1944
3436,Dying Young,Drama|Romance,1991
3438,Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,1990
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action|Children|Fantasy,1991
3440,Teenage Mutant Ninja Turtles III,Action|Adventure|Children|Comedy|Fantasy,1993
3441,Red Dawn,Action|Drama|War,1984
3442,Band of the Hand,Action|Crime|Drama,1986
3444,Bloodsport,Action,1988
3445,Eyes of Laura Mars,Mystery|Thriller,1978
3446,Funny Bones,Comedy|Drama,1995
3447,"Good Earth, The",Drama,1937
3448,"Good Morning, Vietnam",Comedy|Drama|War,1987
3449,"Good Mother, The",Drama,1988
3450,Grumpy Old Men,Comedy,1993
3451,Guess Who's Coming to Dinner,Drama,1967
3452,Romeo Must Die,Action|Crime|Romance|Thriller,2000
3453,Here on Earth,Drama|Romance,2000
3454,Whatever It Takes,Comedy|Romance,2000
3455,Buddy Boy,Drama|Thriller,1999
3456,"Color of Paradise, The (Rang-e khoda)",Drama,1999
3459,Gothic,Drama|Horror,1986
3461,Lord of the Flies,Adventure|Drama|Thriller,1963
3462,Modern Times,Comedy|Drama|Romance,1936
3466,Heart and Souls,Comedy|Fantasy,1993
3467,Hud,Drama|Western,1963
3468,"Hustler, The",Drama,1961
3469,Inherit the Wind,Drama,1960
3470,Dersu Uzala,Adventure|Drama,1975
3471,Close Encounters of the Third Kind,Adventure|Drama|Sci-Fi,1977
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),Comedy,1976
3474,Retroactive,Sci-Fi|Thriller,1997
3475,"Place in the Sun, A",Drama|Romance,1951
3476,Jacob's Ladder,Horror|Mystery,1990
3477,Empire Records,Comedy|Drama,1995
3478,"Bamba, La",Drama,1987
3479,Ladyhawke,Adventure|Fantasy|Romance,1985
3480,Lucas,Drama|Romance,1986
3481,High Fidelity,Comedy|Drama|Romance,2000
3483,"Road to El Dorado, The",Animation|Children,2000
3484,"Skulls, The",Thriller,2000
3489,Hook,Adventure|Comedy|Fantasy,1991
3492,"Son of the Sheik, The",Adventure|Comedy|Romance,1926
3494,True Grit,Adventure|Drama|Western,1969
3496,Madame Sousatzka,Drama,1988
3497,Max Dugan Returns,Comedy,1983
3498,Midnight Express,Drama,1978
3499,Misery,Drama|Horror|Thriller,1990
3500,Mr. Saturday Night,Comedy|Drama,1992
3501,Murphy's Romance,Comedy|Romance,1985
3502,My Life,Drama,1993
3503,Solaris (Solyaris),Drama|Mystery|Sci-Fi,1972
3504,Network,Comedy|Drama,1976
3505,No Way Out,Drama|Mystery|Thriller,1987
3506,North Dallas Forty,Comedy|Drama,1979
3507,"Odd Couple, The",Comedy,1968
3508,"Outlaw Josey Wales, The",Action|Adventure|Drama|Thriller|Western,1976
3510,Frequency,Drama|Thriller,2000
3511,Ready to Rumble,Comedy,2000
3512,Return to Me,Drama|Romance,2000
3513,Rules of Engagement,Drama|Thriller,2000
3514,Joe Gould's Secret,Drama,2000
3515,Me Myself I,Comedy|Romance,2000
3516,"Bell, Book and Candle",Comedy|Fantasy|Romance,1958
3519,Force 10 from Navarone,Action|Drama|War,1978
3521,Mystery Train,Comedy|Drama,1989
3524,Arthur,Comedy|Romance,1981
3525,Bachelor Party,Comedy,1984
3526,Parenthood,Comedy|Drama,1989
3527,Predator,Action|Sci-Fi|Thriller,1987
3528,"Prince of Tides, The",Drama|Romance,1991
3529,"Postman Always Rings Twice, The",Crime|Thriller,1981
3531,All the Vermeers in New York,Comedy|Drama|Romance,1990
3534,28 Days,Drama,2000
3535,American Psycho,Crime|Horror|Mystery|Thriller,2000
3536,Keeping the Faith,Comedy|Drama|Romance,2000
3537,Where the Money Is,Comedy|Drama,2000
3538,East is East,Comedy,1999
3539,"Filth and the Fury, The",Documentary,2000
3543,Diner,Comedy|Drama,1982
3544,Shakes the Clown,Comedy,1992
3545,Cabaret,Drama|Musical,1972
3546,What Ever Happened to Baby Jane?,Drama|Horror|Thriller,1962
3548,Auntie Mame,Comedy|Drama,1958
3549,Guys and Dolls,Comedy|Musical|Romance,1955
3550,The Hunger,Horror,1983
3551,Marathon Man,Crime|Drama|Thriller,1976
3552,Caddyshack,Comedy,1980
3553,Gossip,Drama|Thriller,2000
3554,Love and Basketball,Drama|Romance,2000
3555,U-571,Action|Thriller|War,2000
3556,"Virgin Suicides, The",Drama|Romance,1999
3557,Jennifer 8,Mystery|Thriller,1992
3559,Limelight,Comedy|Drama|Romance,1952
3563,"Crow: Salvation, The",Action|Horror,2000
3564,"Flintstones in Viva Rock Vegas, The",Children|Comedy,2000
3565,Where the Heart Is,Comedy|Drama,2000
3566,"Big Kahuna, The",Comedy|Drama,2000
3567,Bossa Nova,Comedy|Drama|Romance,2000
3568,Smiling Fish and Goat on Fire,Comedy|Romance,1999
3569,"Idiots, The (Idioterne)",Comedy|Drama,1998
3571,Time Code,Comedy|Drama,2000
3572,Carnosaur,Horror|Sci-Fi,1993
3573,Carnosaur 2,Horror|Sci-Fi,1995
3574,Carnosaur 3: Primal Species,Horror|Sci-Fi,1996
3576,"Hidden, The",Action|Horror|Sci-Fi,1987
3577,Two Moon Junction,Drama|Romance,1988
3578,Gladiator,Action|Adventure|Drama,2000
3580,Up at the Villa,Drama,2000
3581,Human Traffic,Comedy,1999
3584,Breathless,Action|Drama|Romance|Thriller,1983
3586,The Idolmaker,Drama|Romance,1980
3587,Inferno,Horror,1980
3590,"Lords of Flatbush, The",Comedy|Drama,1974
3591,Mr. Mom,Comedy|Drama,1983
3592,"Time Masters (Maîtres du temps, Les)",Animation|Sci-Fi,1982
3593,Battlefield Earth,Action|Sci-Fi,2000
3594,Center Stage,Drama|Musical,2000
3596,Screwed,Comedy,2000
3597,Whipped,Comedy,2000
3598,Hamlet,Crime|Drama|Romance|Thriller,2000
3599,Anchors Aweigh,Comedy|Musical,1945
3604,Gypsy,Musical,1962
3606,On the Town,Comedy|Musical|Romance,1949
3608,Pee-wee's Big Adventure,Adventure|Comedy,1985
3609,Regret to Inform,Documentary,1998
3614,Honeymoon in Vegas,Comedy|Romance,1992
3615,Dinosaur,Adventure|Animation|Children,2000
3616,Loser,Comedy|Romance,2000
3617,Road Trip,Comedy,2000
3618,Small Time Crooks,Comedy|Crime,2000
3619,"Hollywood Knights, The",Comedy,1980
3622,"Twelve Chairs, The",Comedy,1970
3623,Mission: Impossible II,Action|Adventure|Thriller,2000
3624,Shanghai Noon,Action|Adventure|Comedy|Western,2000
3625,Better Living Through Circuitry,Documentary,1999
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),Comedy,1999
3627,Carnival of Souls,Horror|Thriller,1962
3628,Flying Tigers,Action|Drama|Romance|War,1942
3629,"Gold Rush, The",Adventure|Comedy|Romance,1925
3632,Monsieur Verdoux,Comedy|Crime,1947
3633,On Her Majesty's Secret Service,Action|Adventure|Romance|Thriller,1969
3634,Seven Days in May,Thriller,1964
3635,"Spy Who Loved Me, The",Action|Adventure|Thriller,1977
3637,Vagabond (Sans toit ni loi),Drama,1985
3638,Moonraker,Action|Adventure|Sci-Fi|Thriller,1979
3639,"Man with the Golden Gun, The",Action|Adventure|Thriller,1974
3640,"King in New York, A",Comedy|Drama,1957
3641,"Woman of Paris, A",Drama,1923
3643,"Fighting Seabees, The",Action|Drama|War,1944
3646,Big Momma's House,Comedy,2000
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",Horror|Sci-Fi,1957
3649,American Gigolo,Drama,1980
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",Horror,1980
3653,"Endless Summer, The",Documentary,1966
3654,"Guns of Navarone, The",Action|Adventure|Drama|War,1961
3655,Blow-Out (La grande bouffe),Drama,1973
3658,Quatermass and the Pit,Horror|Sci-Fi,1967
3660,Puppet Master,Horror|Sci-Fi|Thriller,1989
3661,Puppet Master II,Horror|Sci-Fi|Thriller,1991
3662,Puppet Master III: Toulon's Revenge,Horror|Sci-Fi|Thriller,1991
3663,Puppet Master 4,Horror|Sci-Fi|Thriller,1993
3664,Puppet Master 5: The Final Chapter,Horror|Sci-Fi|Thriller,1994
3667,Rent-A-Cop,Action|Comedy|Crime,1988
3668,Romeo and Juliet,Drama|Romance,1968
3669,Stay Tuned,Comedy,1992
3671,Blazing Saddles,Comedy|Western,1974
3672,Benji,Adventure|Children,1974
3673,Benji the Hunted,Adventure|Children,1987
3674,For the Love of Benji,Adventure|Children|Comedy|Drama,1977
3675,White Christmas,Comedy|Musical|Romance,1954
3676,Eraserhead,Drama|Horror,1977
3677,Baraka,Documentary,1992
3678,"Man with the Golden Arm, The",Drama,1955
3679,"Decline of Western Civilization, The",Documentary|Musical,1981
3680,"Decline of Western Civilization Part II: The Metal Years, The",Documentary,1988
3681,For a Few Dollars More (Per qualche dollaro in più),Action|Drama|Thriller|Western,1965
3682,Magnum Force,Action|Crime|Drama|Thriller,1973
3683,Blood Simple,Crime|Drama|Film-Noir,1984
3684,"Fabulous Baker Boys, The",Drama|Romance,1989
3685,Prizzi's Honor,Comedy|Drama|Romance,1985
3686,Flatliners,Horror|Sci-Fi|Thriller,1990
3687,Light Years (Gandahar),Adventure|Animation|Fantasy|Sci-Fi,1988
3688,Porky's,Comedy,1982
3689,Porky's II: The Next Day,Comedy,1983
3690,Porky's Revenge,Comedy,1985
3691,Private School,Comedy,1983
3692,Class of Nuke 'Em High,Comedy|Horror,1986
3693,"Toxic Avenger, The",Comedy|Horror,1985
3694,"Toxic Avenger, Part II, The",Comedy|Horror,1989
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The",Comedy|Horror,1989
